,Country Name,Region,Year,Exports,Tax revenue,FDI outflow,GDP growth,GDS,Imports,Poverty headcount,Unemployment,Resident's Savings,FCE,Income Measure,Education expenditure,Geographic Size,Life expectancy,Population
519,Cyprus,Europe,2016,0.353655408,0.323226757,0.303428302,0.665829676,0.601351701,0.384955653,0,0.465014577,0.127304439,0.398648299,0.439973351,0.393653108,0.000544681,0.915835331,0.000638796
520,Czechia,Undefined,2007,0.328568679,0.167563891,0.231101995,0.638562001,0.794550127,0.349931711,0.001239157,0.184766764,0.132801464,0.205449873,0.30859427,0.268226157,0.004697571,0.772667362,0.007198139
521,Czechia,Undefined,2008,0.311752169,0.151346813,0.231663024,0.549626698,0.778419431,0.330354741,0,0.150874636,0.133280166,0.221580569,0.330846103,0.263659608,0.00469696,0.780970646,0.007259959
522,Czechia,Undefined,2009,0.287154666,0.14956941,0.228655059,0.323158401,0.744360242,0.287375157,0,0.233600583,0.128999241,0.255639758,0.325116589,0.260756013,0.00469696,0.784356451,0.007302723
523,Czechia,Undefined,2010,0.325590185,0.150960903,0.230998122,0.541870572,0.74098249,0.34184746,0,0.256195335,0.128479963,0.25901751,0.324450366,0.26551941,0.004696349,0.795803697,0.007324686
524,Czechia,Undefined,2011,0.353779648,0.165984222,0.226324954,0.52106885,0.747737915,0.372731328,0,0.235422741,0.128395321,0.252262085,0.336042638,0.266926418,0.004696349,0.810636749,0.00734031
525,Czechia,Undefined,2012,0.379541825,0.173042284,0.228543771,0.442574242,0.749582762,0.398778734,0,0.245262391,0.129224062,0.250417238,0.345502998,0.252248504,0.004696349,0.817327745,0.007350903
526,Czechia,Undefined,2013,0.381742974,0.175675409,0.233943828,0.465366824,0.744520055,0.395262316,0,0.244169096,0.129164441,0.255479945,0.365356429,0.266607662,0.004695739,0.820632936,0.007353416
527,Czechia,Undefined,2014,0.413227423,0.164418674,0.229544387,0.536541743,0.764440012,0.430903314,0,0.213556851,0.130176605,0.235559988,0.384143904,0.26738884,0.004695739,0.842076369,0.007361398
528,Czechia,Undefined,2015,0.405775382,0.170291575,0.229636011,0.632950731,0.78369396,0.424097254,0,0.174927114,0.131374811,0.21630604,0.40146569,0.262772461,0.004695128,0.833934314,0.007376326
529,Czechia,Undefined,2016,0.398023202,0.172766079,0.228652133,0.545027866,0.780366811,0.402823231,0,0.13483965,0.131116742,0.219633189,0.429313791,0.244893144,0.004695128,0.848767366,0.007390937
530,Denmark,Europe,2007,0.250506364,0.52143988,0.238502147,0.494821765,0.71368748,0.247599448,0,0.129373178,0.13781355,0.28631252,0.50326449,0.309660267,0.002422977,0.821277851,0.003711677
531,Denmark,Europe,2008,0.264888559,0.492560395,0.2381905,0.450992705,0.705559621,0.261614796,0.001239157,0.125,0.137830151,0.294440379,0.53697535,0.313810722,0.002422977,0.829581136,0.003734872
532,Denmark,Europe,2009,0.227242577,0.48845339,0.229472109,0.315472993,0.65780974,0.207214531,0.006195787,0.224489796,0.132062372,0.34219026,0.523517655,0.318754217,0.002422977,0.834579229,0.003756115
533,Denmark,Europe,2010,0.245381998,0.480736993,0.224076471,0.524480535,0.675298611,0.213642673,0.001239157,0.273323615,0.134895784,0.324701389,0.563091272,0.328754994,0.002422977,0.851185798,0.003773837
534,Denmark,Europe,2011,0.262989373,0.481017806,0.23435458,0.508006321,0.681380306,0.23973672,0,0.274052478,0.136891843,0.318619694,0.584943371,0.312938182,0.002422977,0.874322134,0.003790334
535,Denmark,Europe,2012,0.267316668,0.492989883,0.215928658,0.473767274,0.680953723,0.247770037,0,0.275145773,0.136454689,0.319046277,0.591339107,0.311235993,0.002422977,0.882625418,0.003805469
536,Denmark,Europe,2013,0.268375736,0.499440699,0.22978563,0.49556503,0.690838408,0.245131516,0.003717472,0.25983965,0.139225195,0.309161592,0.623184544,0.32075165,0.002422977,0.890848088,0.003822305
537,Denmark,Europe,2014,0.267223994,0.545755038,0.231768583,0.516721709,0.700031381,0.241263137,0.002478315,0.243440233,0.141958291,0.299968619,0.642238508,0.338972781,0.002422977,0.904068851,0.003842877
538,Denmark,Europe,2015,0.271522932,0.501200746,0.230707083,0.539023859,0.704486757,0.247902777,0.002478315,0.219752187,0.139984963,0.295513243,0.654363757,0.337391924,0.002422977,0.904149466,0.003871712
539,Denmark,Europe,2016,0.260884488,0.490375053,0.239325588,0.566882096,0.717138839,0.235107249,0.003717472,0.209183673,0.14121137,0.282861161,0.690339773,0.340303337,0.002422977,0.909147559,0.003903804
560,Dominican Republic,North America,2007,0.118497226,0.172308054,0.227963099,0.6954775,0.613283375,0.15674478,0.0755886,0.17893586,0.130054378,0.386716625,0.107928048,0.328570097,0.00293041,0.595727598,0.006551914
566,Dominican Republic,North America,2013,0.109980553,0.148417205,0.222931195,0.617125281,0.570038599,0.131857504,0.037174721,0.258746356,0.13021455,0.429961401,0.137508328,0.61750193,0.00293041,0.640083259,0.007095955
567,Dominican Republic,North America,2014,0.10989635,0.146394149,0.225212606,0.684206483,0.588825239,0.123927686,0.042131351,0.235787172,0.130712069,0.411174761,0.149766822,0.612352653,0.00293041,0.645173253,0.007186093
568,Dominican Republic,North America,2015,0.102474684,0.136466229,0.224616209,0.680399656,0.599477434,0.110804463,0.030978934,0.268221574,0.131390571,0.400522566,0.166822119,0.636689226,0.00293041,0.648015717,0.00727526
569,Dominican Republic,North America,2016,0.10326393,0.138177106,0.224907159,0.672140598,0.604478206,0.10583527,0.024783147,0.256195335,0.131785703,0.395521794,0.183744171,0.549517497,0.00293041,0.649139482,0.007363016
581,"Egypt, Arab Rep.",Africa,2008,0.152038016,0.179811135,0.227570881,0.687469785,0.57513814,0.180152714,0.035935564,0.30138484,0.136939093,0.42486186,0.093537642,0.279050638,0.060765546,0.527905081,0.060205056
583,"Egypt, Arab Rep.",Africa,2010,0.089592651,0.15924257,0.225916924,0.625514207,0.544313035,0.098448388,0.012391574,0.310131195,0.135949793,0.455686965,0.098734177,0.289083227,0.060765546,0.53930799,0.062661044
585,"Egypt, Arab Rep.",Africa,2012,0.06314716,0.129089506,0.224729866,0.535434553,0.469385316,0.083041854,0.011152416,0.450072886,0.134874917,0.530614684,0.117521652,0.276197145,0.060765546,0.553222843,0.065535296
588,"Egypt, Arab Rep.",Africa,2015,0.045988885,0.13141005,0.224677189,0.601607898,0.441401061,0.065056129,0.011152416,0.466472303,0.132348649,0.558598939,0.12338441,0.310281116,0.060765546,0.566377503,0.070208106
590,El Salvador,North America,2007,0.112115915,0.204421428,0.225975652,0.52375926,0.301422725,0.271117772,0.063197026,0.224489796,0.127604656,0.698577275,0.057561626,0.365801083,0.001245684,0.587034946,0.004131643
591,El Salvador,North America,2008,0.118382762,0.20986929,0.22567188,0.533220459,0.285289158,0.283805899,0.095415118,0.205174927,0.127453348,0.714710843,0.060759494,0.344778553,0.001245684,0.597479349,0.004148917
592,El Salvador,North America,2009,0.103487278,0.173876242,0.224578475,0.401751665,0.320571144,0.203763578,0.091697646,0.258017493,0.12744767,0.679428857,0.058494337,0.465518408,0.001245684,0.602503239,0.004165558
593,El Salvador,North America,2010,0.119483254,0.188304235,0.226103568,0.533214051,0.334473036,0.234075108,0.078066914,0.16909621,0.12758642,0.665526964,0.061025983,0.420137422,0.001245684,0.611493358,0.004182024
594,El Salvador,North America,2011,0.130350864,0.180217318,0.223317837,0.583153226,0.327766563,0.259190444,0.065675341,0.147594752,0.127582868,0.672233437,0.065289807,0.327188021,0.001245684,0.611856929,0.004198828
595,El Salvador,North America,2012,0.128157612,0.194703229,0.224103169,0.555834088,0.336608054,0.250936596,0.057001239,0.130830904,0.127496353,0.663391946,0.065423051,0.437028934,0.001245684,0.610931475,0.004216082
596,El Salvador,North America,2013,0.134319165,0.209774813,0.225308566,0.534100872,0.322179702,0.262115618,0.044609665,0.125364431,0.127297665,0.677820298,0.069420386,0.374534355,0.001245684,0.608948361,0.004233634
597,El Salvador,North America,2014,0.133400562,0.203797663,0.226812038,0.520114103,0.338988124,0.247370512,0.042131351,0.14212828,0.127404376,0.661011875,0.074083944,0.423593987,0.001245684,0.608122063,0.004250848
598,El Salvador,North America,2015,0.133044368,0.204555989,0.225613549,0.540794253,0.351534061,0.237353168,0.02850062,0.136661808,0.127435928,0.648465938,0.078747502,0.475294991,0.001245684,0.610369593,0.004266373
599,El Salvador,North America,2016,0.127557011,0.21495891,0.225935623,0.545082694,0.371459193,0.218954602,0.032218092,0.15196793,0.12753996,0.628540807,0.084077282,0.442024885,0.001245684,0.617343546,0.004280387
620,Estonia,Europe,2007,0.309866724,0.264515889,0.251909744,0.700509959,0.756539675,0.402211918,0.004956629,0.158163265,0.12815166,0.243460325,0.253697535,0.468942044,0.002568917,0.643442461,0.000741715
621,Estonia,Europe,2008,0.330125219,0.248604216,0.238174716,0.308520406,0.714622978,0.394806442,0.004956629,0.189504373,0.127952515,0.285377022,0.268754164,0.450255049,0.002568917,0.67504331,0.000739128
622,Estonia,Europe,2009,0.300606002,0.286943313,0.2424049,0.015647733,0.688713833,0.297196582,0.007434944,0.484693878,0.127640839,0.311286167,0.245303131,0.414146271,0.002568917,0.709868736,0.000737272
623,Estonia,Europe,2010,0.376354499,0.257621422,0.240902469,0.542159309,0.711666539,0.383497901,0.009913259,0.599854227,0.127659292,0.288333461,0.253297801,0.442345361,0.002568917,0.729861109,0.000735081
624,Estonia,Europe,2011,0.438056144,0.247598728,0.209330385,0.690763343,0.752736754,0.465939582,0.012391574,0.440233236,0.128121887,0.247263246,0.291272485,0.444994761,0.002568917,0.756302636,0.000732172
625,Estonia,Europe,2012,0.435941483,0.259835051,0.238864708,0.566334517,0.748225048,0.491459679,0.008674102,0.356049563,0.128155681,0.251774952,0.312858095,0.424826541,0.002568917,0.759527213,0.000728754
626,Estonia,Europe,2013,0.427185795,0.263552363,0.233259281,0.511757822,0.734833502,0.473373848,0.011152416,0.305393586,0.128193356,0.265166498,0.337908061,0.417311697,0.002634865,0.786452426,0.000725367
627,Estonia,Europe,2014,0.412753003,0.27357617,0.235513014,0.559647735,0.743699237,0.449584879,0.009913259,0.258746356,0.128319663,0.256300763,0.355496336,0.393104364,0.002634865,0.782905392,0.000722879
628,Estonia,Europe,2015,0.389096867,0.289000105,0.218068062,0.523926337,0.724072675,0.416536077,0.007434944,0.216472303,0.128042989,0.275927325,0.36095936,0.404556939,0.002634865,0.801285477,0.0007235
629,Estonia,Europe,2016,0.386811529,0.291326169,0.228438374,0.564094558,0.721414263,0.415854454,0.006195787,0.237244898,0.128089492,0.278585737,0.388807462,0.385121906,0.002634865,0.80297838,0.000723776
661,Fiji,Oceania,2008,0.28063631,0.307549156,0.223893919,0.498631995,0.451927391,0.419054074,0.012391574,0.143440233,0.127253554,0.548072609,0.076215856,0.48022424,0.001096079,0.449109332,0.000421747
666,Fiji,Oceania,2013,0.279294082,0.320715566,0.224810933,0.61277753,0.55367184,0.389234246,0.004956629,0.149744898,0.127354727,0.44632816,0.098867422,0.383084813,0.001096079,0.465403923,0.000433799
670,Finland,Europe,2007,0.209619473,0.279066763,0.241120757,0.630204758,0.743913541,0.182823164,0.001239157,0.240524781,0.138392486,0.256086459,0.486608927,0.323406151,0.018549084,0.856586963,0.003587194
671,Finland,Europe,2008,0.215355242,0.269147991,0.251704775,0.490959461,0.725110825,0.198097692,0.001239157,0.22303207,0.137392259,0.274889175,0.515789474,0.316318296,0.018537482,0.866663765,0.003604981
672,Finland,Europe,2009,0.168260774,0.241360844,0.220569741,0.217780461,0.660262565,0.14899622,0.001239157,0.29154519,0.131013175,0.339737435,0.493004664,0.310270794,0.018537482,0.871661858,0.003623339
673,Finland,Europe,2010,0.180721665,0.236495949,0.240001679,0.565031852,0.65900452,0.169388402,0.001239157,0.29664723,0.131563117,0.34099548,0.506462358,0.314638622,0.018537482,0.876659952,0.003640983
674,Finland,Europe,2011,0.183316911,0.260971996,0.221218853,0.545347977,0.656483336,0.187214615,0,0.27441691,0.131357229,0.343516664,0.528047968,0.309626583,0.018536871,0.896491097,0.003658944
675,Finland,Europe,2012,0.182825017,0.263005926,0.232881543,0.423684527,0.63681064,0.191845679,0.001239157,0.271137026,0.129304405,0.36318936,0.527914724,0.296295132,0.018536871,0.901650419,0.003677466
676,Finland,Europe,2013,0.178602895,0.271781425,0.217745143,0.438975663,0.62974421,0.183126654,0.001239157,0.289358601,0.12828691,0.37025579,0.535909394,0.28518582,0.018536871,0.91317828,0.003695485
677,Finland,Europe,2014,0.170399534,0.271574516,0.224927112,0.455529279,0.625982963,0.173329532,0.001239157,0.30648688,0.128699297,0.374017037,0.542838108,0.280988431,0.018536871,0.91994989,0.00371173
678,Finland,Europe,2015,0.164661748,0.268795923,0.223705398,0.48354792,0.628089856,0.162103677,0.001239157,0.332725948,0.128812567,0.371910144,0.552698201,0.277753102,0.018538093,0.929865463,0.003724717
679,Finland,Europe,2016,0.161476365,0.274717867,0.246573216,0.553482894,0.638473815,0.16286616,0,0.312317784,0.129357202,0.361526185,0.582278481,0.274711091,0.018538093,0.92817256,0.003736085
680,France,Europe,2007,0.124324494,0.297327291,0.237327712,0.541557073,0.656167654,0.111875751,0,0.282798834,0.192775356,0.343832346,0.444503664,0.249967086,0.03341589,0.917692687,0.045917954
681,France,Europe,2008,0.125745631,0.295309609,0.236481616,0.474644504,0.650335302,0.116691003,0,0.260204082,0.190428434,0.349664698,0.458627582,0.250596356,0.03341589,0.921078492,0.046175947
682,France,Europe,2009,0.108209726,0.272782347,0.232990346,0.378174399,0.620753222,0.091938088,0,0.323250729,0.156106174,0.379246778,0.453431046,0.244527666,0.03341589,0.927688874,0.046414641
683,France,Europe,2010,0.118637551,0.294401124,0.231596058,0.526899688,0.622132648,0.108566987,0.001239157,0.329081633,0.15759231,0.377867352,0.470219853,0.244505211,0.03341589,0.935911543,0.046645056
684,France,Europe,2011,0.127358078,0.2920485,0.230328321,0.534401497,0.629655564,0.124091808,0,0.327259475,0.169360765,0.370344436,0.492871419,0.238686551,0.03341589,0.95082521,0.04687184
685,France,Europe,2012,0.131532351,0.304389197,0.229524166,0.476438946,0.630357665,0.124971824,0.001239157,0.349489796,0.158867132,0.369642335,0.493804131,0.23471242,0.03341589,0.945988345,0.047100317
686,France,Europe,2013,0.132395897,0.316141306,0.226147731,0.484555328,0.62940786,0.124295743,0.001239157,0.352040816,0.159790043,0.37059214,0.519253831,0.23427861,0.03341589,0.954291629,0.047345401
687,France,Europe,2014,0.134008311,0.315286001,0.229320428,0.49626944,0.633203853,0.127094552,0,0.36516035,0.16120102,0.366796147,0.527248501,0.234141341,0.03341589,0.970817584,0.047568668
688,France,Europe,2015,0.138952879,0.315913194,0.229941483,0.501102699,0.640283179,0.129446988,0.001239157,0.368075802,0.164343623,0.359716821,0.536842105,0.234022212,0.03341589,0.957677434,0.047738908
689,France,Europe,2016,0.137110102,0.313617157,0.232304748,0.500564635,0.638559827,0.127369101,0.001239157,0.357507289,0.161955473,0.361440173,0.564823451,0.232476457,0.03341589,0.965980719,0.047865636
720,Georgia,Asia,2007,0.140158004,0.277168571,0.229627807,0.854695516,0.418030778,0.308551589,0.175960347,0.474854227,0.127182682,0.581969222,0.072085276,0.225242097,0.004223722,0.602238824,0.002557584
721,Georgia,Asia,2008,0.126514253,0.333654049,0.228027573,0.541366968,0.311129488,0.311669024,0.153655514,0.64212828,0.126825614,0.688870513,0.075549634,0.211487912,0.004223722,0.594438573,0.002549144
722,Georgia,Asia,2009,0.133359586,0.321298413,0.223949472,0.354206905,0.27418772,0.24802335,0.149938042,0.745626822,0.126787998,0.725812279,0.073550966,0.206902198,0.004223722,0.614864653,0.002524618
723,Georgia,Asia,2010,0.151565479,0.285325573,0.22853874,0.658976048,0.413698951,0.256815252,0.178438662,0.727040816,0.127128645,0.586301049,0.079813458,0.215192545,0.004223722,0.620747892,0.002504636
724,Georgia,Asia,2011,0.160821382,0.316179272,0.227648609,0.693772449,0.419754214,0.276576015,0.166047088,0.706268222,0.12710929,0.580245786,0.089007328,0.223727972,0.004223722,0.629407492,0.002482831
725,Georgia,Asia,2012,0.170585651,0.323838407,0.227921502,0.664664675,0.455472568,0.293980192,0.132589839,0.706997085,0.127318068,0.544527432,0.110326449,0.24129433,0.004223722,0.630134634,0.002462963
726,Georgia,Asia,2013,0.198384229,0.30356515,0.226441256,0.578279818,0.478199726,0.283499065,0.100371747,0.69861516,0.127373805,0.521800274,0.119653564,0.310636331,0.004223722,0.637273846,0.002454886
727,Georgia,Asia,2014,0.188838874,0.303458374,0.230471851,0.603752061,0.47414124,0.303569978,0.0755886,0.626457726,0.127370826,0.52585876,0.132978015,0.326342494,0.004223722,0.652841295,0.002456145
728,Georgia,Asia,2015,0.193793284,0.30820239,0.229969449,0.560116786,0.483281889,0.310799007,0.060718711,0.592565598,0.127248664,0.516718111,0.138307795,0.377055934,0.004223722,0.659385573,0.00246037
729,Georgia,Asia,2016,0.193459625,0.321195851,0.23155587,0.556411943,0.55237953,0.29804879,0.060718711,0.595845481,0.127397474,0.44762047,0.144170553,0.405553044,0.004223722,0.668375692,0.002461976
730,Germany,Europe,2007,0.206932627,0.110932672,0.235104116,0.558571126,0.713395,0.166009513,0,0.30648688,0.260627887,0.286605,0.471419054,0.216738391,0.021271269,0.865535163,0.059067445
731,Germany,Europe,2008,0.209476806,0.113321545,0.231272198,0.496383421,0.705709448,0.173969099,0,0.264941691,0.253773336,0.294290552,0.489273817,0.213115612,0.021268826,0.872226159,0.058954813
732,Germany,Europe,2009,0.179149066,0.115786008,0.232061102,0.291194378,0.657592037,0.142666469,0,0.272959184,0.196574202,0.342407963,0.482345103,0.215907714,0.021267605,0.87553135,0.058805052
733,Germany,Europe,2010,0.202888678,0.108449095,0.235638159,0.595682739,0.679026385,0.171104734,0,0.244897959,0.217874467,0.320973615,0.510193205,0.218926123,0.021265163,0.880529443,0.058714688
734,Germany,Europe,2011,0.216194319,0.1134785,0.231943482,0.587828547,0.693822199,0.190399902,0,0.202988338,0.256975745,0.306177801,0.562158561,0.231528642,0.021264552,0.895362495,0.057632187
735,Germany,Europe,2012,0.222869314,0.11592508,0.231766,0.479688153,0.684968513,0.190792809,0,0.186953353,0.233368755,0.315031487,0.572418388,0.23170539,0.021263331,0.8987483,0.057740903
736,Germany,Europe,2013,0.218124974,0.115726681,0.230966702,0.48027697,0.684920442,0.187085861,0,0.18148688,0.235604361,0.315079558,0.594270486,0.237797109,0.021284092,0.897136012,0.057899306
737,Germany,Europe,2014,0.219196114,0.113498853,0.231646967,0.5349209,0.699244133,0.182615245,0,0.172376093,0.256273146,0.300755867,0.619720187,0.239012187,0.021285313,0.916967157,0.058142117
738,Germany,Europe,2015,0.226146075,0.113432605,0.234567728,0.512790994,0.703498895,0.184816461,0,0.15925656,0.2471397,0.296501105,0.62958028,0.23553211,0.021282871,0.902134105,0.058649593
739,Germany,Europe,2016,0.221620501,0.110277493,0.232837691,0.535551741,0.703573331,0.180551051,0,0.141034985,0.2548384,0.296426669,0.671419054,0.230458439,0.021313402,0.913661966,0.059126759
745,Ghana,Africa,2012,0.191107132,0.180634538,0.224541986,0.753355918,0.42566797,0.276235395,0.318463445,0.10393586,0.126801754,0.57433203,0.043304464,0.771758962,0.013874717,0.288675368,0.019133412
749,Ghana,Africa,2016,0.142160214,0.106168942,0.224602398,0.570814245,0.613732981,0.16690518,0.312267658,0.183855685,0.129277697,0.386267019,0.042371752,0.62971869,0.013874717,0.348466271,0.021076174
760,Greece,Europe,2007,0.095845994,0.264858915,0.228781264,0.567739088,0.548988719,0.155516866,0.006195787,0.295189504,0.125393154,0.451011281,0.361492338,0.17219199,0.007851471,0.862391201,0.007738432
761,Greece,Europe,2008,0.100338587,0.264353881,0.22685534,0.456446273,0.515598605,0.162053212,0.003717472,0.270043732,0.121217359,0.484401395,0.379746835,0.165548826,0.007851471,0.878917155,0.007759598
762,Greece,Europe,2009,0.076952403,0.256787287,0.226432118,0.334155253,0.474858018,0.113192189,0.007434944,0.338921283,0.115932688,0.525141982,0.376282478,0.172187025,0.007851471,0.887139825,0.007780626
763,Greece,Europe,2010,0.091989573,0.267332969,0.226005027,0.297856315,0.497098465,0.117514692,0.012391574,0.454446064,0.117736041,0.502901535,0.344437042,0.178118205,0.007851471,0.893750207,0.00779095
764,Greece,Europe,2011,0.111703344,0.303472675,0.226189289,0.15379515,0.470204629,0.130702117,0.013630731,0.645772595,0.114706809,0.529795371,0.313391073,0.19003942,0.007851471,0.905116839,0.0077791
765,Greece,Europe,2012,0.129073531,0.334412786,0.225256575,0.248240978,0.462237333,0.144089617,0.018587361,0.89212828,0.118722103,0.537762667,0.315522985,0.186462971,0.007851471,0.901892262,0.007735936
766,Greece,Europe,2013,0.136894736,0.331904972,0.223783682,0.389193423,0.486100692,0.139686518,0.012391574,1,0.12104808,0.513899308,0.327115256,0.157398072,0.007851471,0.92341631,0.007678422
767,Greece,Europe,2014,0.149061493,0.344801193,0.227832581,0.481452051,0.496513735,0.148985045,0.018587361,0.964285714,0.121972973,0.503486265,0.337908061,0.200560328,0.007851471,0.926721501,0.007625954
768,Greece,Europe,2015,0.147147416,0.345003473,0.226616954,0.460735411,0.505236481,0.142949372,0.017348203,0.901239067,0.123203865,0.494763519,0.337108594,0.17366558,0.007851471,0.91519364,0.0075744
769,Greece,Europe,2016,0.142663337,0.3759014,0.222185227,0.451758834,0.509363757,0.140109919,0.012391574,0.847667638,0.123429525,0.490636243,0.345636243,0.185432367,0.007851471,0.926802115,0.007542031
807,Guatemala,North America,2014,0.091702602,0.101322233,0.224623342,0.603826973,0.41298769,0.144226651,0.11771995,0.090014577,0.127316692,0.58701231,0.081545636,0.472626274,0.006523963,0.615327379,0.010807195
856,Honduras,North America,2013,0.231596956,0.175365802,0.225612451,0.552869274,0.386941082,0.381705576,0.180916976,0.196793003,0.127701284,0.613058918,0.031179214,0.559166469,0.00681279,0.615294327,0.006233676
857,Honduras,North America,2014,0.229573949,0.200926804,0.229615996,0.561088313,0.423426837,0.3616898,0.164807931,0.248906706,0.127875702,0.576573163,0.034377082,0.742396496,0.00681279,0.625077692,0.006354174
858,Honduras,North America,2015,0.216779703,0.214780885,0.229014634,0.585203818,0.470337116,0.339215013,0.161090458,0.215014577,0.128285156,0.529662884,0.039573618,0.710461353,0.00681279,0.632613527,0.006474291
870,Hungary,Europe,2007,0.391147806,0.284543512,0.349905089,0.475336108,0.674582245,0.444856703,0.001239157,0.260932945,0.127593449,0.325417755,0.21598934,0.280438118,0.005452308,0.65456725,0.007022966
871,Hungary,Europe,2008,0.398417523,0.316975779,0.344275254,0.497742275,0.676265828,0.454794318,0,0.275874636,0.12806324,0.323734172,0.238774151,0.274427408,0.005452308,0.672786107,0.007010287
872,Hungary,Europe,2009,0.371948611,0.317581387,0.217142451,0.263315633,0.669032661,0.398053082,0.001239157,0.356413994,0.128110906,0.330967339,0.244903398,0.266421559,0.005508486,0.679477103,0.006999088
873,Hungary,Europe,2010,0.408704547,0.305372071,0.176419865,0.499972221,0.686403206,0.435899616,0.001239157,0.397959184,0.128520566,0.313596794,0.256895403,0.285956313,0.005508486,0.68947329,0.00698278
874,Hungary,Europe,2011,0.435246765,0.278658249,0.24045597,0.524352443,0.693490769,0.463005799,0.001239157,0.392857143,0.12874145,0.306509231,0.272751499,0.256300777,0.005508486,0.710997338,0.006962386
875,Hungary,Europe,2012,0.434187852,0.310212882,0.240398105,0.428227611,0.690504445,0.459031148,0.003717472,0.391763848,0.128496011,0.309495555,0.277681546,0.231859531,0.005508486,0.717768948,0.006925366
876,Hungary,Europe,2013,0.431685613,0.310216134,0.217203309,0.522369068,0.712717565,0.453376648,0.002478315,0.361880466,0.130359061,0.287282435,0.298334444,0.22846321,0.005508486,0.734375517,0.006905704
877,Hungary,Europe,2014,0.440831244,0.312815369,0.241400288,0.597296422,0.734783994,0.469213995,0.008674102,0.272594752,0.130906924,0.265216006,0.307661559,0.259365153,0.005553062,0.740905284,0.006886523
878,Hungary,Europe,2015,0.442983205,0.316559608,0.207761328,0.581109607,0.751060803,0.459198801,0.007434944,0.239067055,0.131017043,0.248939197,0.320852765,0.257245331,0.005553062,0.734456131,0.006869629
879,Hungary,Europe,2016,0.436993187,0.313662584,0.358025443,0.534657494,0.735347275,0.447029766,0.016109046,0.177113703,0.131300998,0.264652725,0.343104597,0.266147473,0.005553062,0.750820856,0.006848724
880,Iceland,Europe,2007,0.150954562,0.363613874,0.345989655,0.727515632,0.621269487,0.201802934,0.001239157,0.072886297,0.127250204,0.378730513,0.497801466,0.456262952,0.006102018,0.928978704,0
881,Iceland,Europe,2008,0.190793052,0.309003018,0.170715156,0.53491945,0.662054946,0.2055782,0.001239157,0.098396501,0.126323999,0.337945054,0.434510326,0.305706237,0.006102018,0.934138027,4.21E-06
882,Iceland,Europe,2009,0.235753207,0.259514764,0.268996053,0.230443821,0.655161806,0.19396594,0.001239157,0.254008746,0.1265313,0.344838194,0.428381079,0.376834788,0.006102018,0.938813662,5.00E-06
883,Iceland,Europe,2010,0.251914532,0.264575477,0.177894459,0.379424549,0.659876483,0.202273151,0.001239157,0.266399417,0.126571246,0.340123517,0.409327115,0.395349291,0.006102018,0.943650527,4.67E-06
884,Iceland,Europe,2011,0.266862988,0.270721942,0.224941916,0.523703041,0.653914851,0.235923017,0.001239157,0.247084548,0.126705634,0.346085149,0.441172552,0.375870917,0.006102018,0.958886651,5.37E-06
885,Iceland,Europe,2012,0.268894982,0.286637215,0.168611444,0.499583121,0.635859022,0.25149196,0,0.209548105,0.126804898,0.364140978,0.469686875,0.391289866,0.006102018,0.977347351,6.59E-06
886,Iceland,Europe,2013,0.259932734,0.289289014,0.232949518,0.607172392,0.652820186,0.226963779,0,0.186953353,0.127293776,0.347179814,0.541772152,0.421053454,0.006102018,0.949051693,8.79E-06
887,Iceland,Europe,2014,0.250701612,0.338275145,0.224842826,0.518813198,0.657941418,0.224283736,0,0.169460641,0.12736355,0.342058582,0.560426382,0.409335185,0.006102018,0.975493219,1.14E-05
888,Iceland,Europe,2015,0.25140983,0.307131285,0.231156145,0.603601426,0.69802835,0.217639143,0,0.135932945,0.12754365,0.30197165,0.6,0.424691958,0.006102018,0.962514299,1.39E-05
889,Iceland,Europe,2016,0.229154122,0.564977812,0.202128647,0.661177189,0.708134394,0.195146019,0,0.099489796,0.1277945,0.291865606,0.660226516,0.386178708,0.006102018,0.953807943,1.72E-05
892,India,Asia,2009,0.08452639,0.08459557,0.227622672,0.709229427,0.767322481,0.093602252,0.41511772,0.296392128,0.243050882,0.232677519,0.032378414,0.284683889,0.18153213,0.435161426,0.88169197
894,India,Asia,2011,0.106633681,0.090948029,0.226315357,0.628415476,0.768879349,0.128934389,0.283767038,0.290269679,0.281530986,0.231120651,0.039840107,0.35980803,0.18153213,0.463123341,0.906183184
898,India,Asia,2015,0.081390009,0.097726564,0.225454665,0.713373009,0.742777792,0.068091106,0.232961586,0.278462099,0.285717034,0.257222208,0.052098601,0.447452625,0.18153213,0.538382536,0.953207565
899,India,Asia,2016,0.077892511,0.107713752,0.225101334,0.721392553,0.740729283,0.060053422,0.224287485,0.275437318,0.288801943,0.259270717,0.056895403,0.473438238,0.18153213,0.554280504,0.964573388
901,Indonesia,Asia,2008,0.134764463,0.145083972,0.227511522,0.6522346,0.747532535,0.113134257,0.306071871,0.253644315,0.145001378,0.252467465,0.079013991,0.292916709,0.114627257,0.491779346,0.171263907
902,Indonesia,Asia,2009,0.104597559,0.106159564,0.225608118,0.609528771,0.756701404,0.062960415,0.260223048,0.213556851,0.14712806,0.243298596,0.082878081,0.44209177,0.114627257,0.500637257,0.173458359
903,Indonesia,Asia,2010,0.105344694,0.097169798,0.22596204,0.65871528,0.794064112,0.070074422,0.226765799,0.195335277,0.164798165,0.205935888,0.090206529,0.500612248,0.114627257,0.50675186,0.17564569
