,Country Name,Region,Year,Exports,Tax revenue,FDI outflow,GDP growth,GDS,Imports,Poverty headcount,Unemployment,Resident's Savings,FCE,Income Measure,Education expenditure,Geographic Size,Life expectancy,Population
904,Indonesia,Asia,2011,0.116176066,0.107893261,0.227140023,0.657047856,0.803086369,0.079908461,0.194547708,0.178571429,0.173410073,0.196913631,0.097668221,0.517523921,0.114627257,0.511511335,0.177868084
905,Indonesia,Asia,2012,0.106921871,0.11173696,0.226634123,0.652738715,0.78901223,0.087609752,0.16976456,0.153790087,0.169767551,0.21098777,0.105662891,0.467513879,0.114627257,0.516469121,0.180118929
906,Indonesia,Asia,2013,0.103339742,0.110090566,0.227669556,0.638158785,0.780378467,0.085747089,0.138785626,0.149052478,0.167169137,0.219621533,0.110193205,0.446387855,0.114627257,0.526087226,0.182319484
907,Indonesia,Asia,2014,0.101964186,0.102319309,0.227536695,0.621179383,0.777737012,0.083715721,0.115241636,0.138483965,0.164264258,0.222262988,0.112591606,0.451418697,0.114627257,0.53497819,0.184448413
908,Indonesia,Asia,2015,0.088583023,0.100901892,0.227248592,0.617159734,0.77000246,0.059058165,0.102850062,0.155247813,0.163060735,0.22999754,0.112458361,0.459467646,0.114627257,0.540464807,0.186511298
909,Indonesia,Asia,2016,0.077522759,0.093694565,0.221332635,0.621993536,0.768113177,0.042479945,0.092936803,0.147594752,0.17048939,0.231886823,0.116055963,0.59761024,0.114627257,0.543736946,0.18849923
930,Ireland,Europe,2007,0.407260011,0.363245447,0.277834326,0.630537248,0.832853063,0.410151739,0.001239157,0.172376093,0.136713421,0.167146937,0.519786809,0.314658934,0.004187085,0.869082197,0.002945902
931,Ireland,Europe,2008,0.425931479,0.326508506,0.278922842,0.328501453,0.772016591,0.431482706,0.002478315,0.237609329,0.132075186,0.227983409,0.490206529,0.28895287,0.004187085,0.884076477,0.003011202
932,Ireland,Europe,2009,0.475182289,0.29629681,0.283883019,0.309637299,0.768580587,0.460835062,0.006195787,0.450437318,0.128237172,0.231419413,0.442371752,0.253083799,0.004187085,0.887220439,0.003044234
950,Israel,Asia,2007,0.185832871,0.352247389,0.236568885,0.652836254,0.654355426,0.191038106,0.006195787,0.332725948,0.133747362,0.345644574,0.355762825,0.417571899,0.001301862,0.897619698,0.004950372
951,Israel,Asia,2008,0.177275165,0.317370033,0.232949751,0.567042652,0.643735492,0.178058307,0.006195787,0.271501458,0.133224062,0.356264508,0.346702199,0.424758389,0.001301862,0.912372136,0.00504313
952,Israel,Asia,2009,0.149362512,0.284679681,0.226661616,0.494016314,0.65220887,0.121966608,0.006195787,0.33819242,0.132954555,0.34779113,0.344836775,0.423391766,0.001301862,0.927366416,0.005170555
953,Israel,Asia,2010,0.157995303,0.296684641,0.233113066,0.641589586,0.650597648,0.137058892,0.006195787,0.299927114,0.1347716,0.349402352,0.364956696,0.450781368,0.001301862,0.933896183,0.005270016
954,Israel,Asia,2011,0.161203345,0.300454096,0.231675649,0.638278296,0.6500323,0.154791209,0.002478315,0.251093294,0.13616033,0.3499677,0.391472352,0.451585907,0.001301862,0.9356697,0.005372504
955,Israel,Asia,2012,0.164162868,0.290247304,0.226768458,0.546581169,0.656042551,0.158351775,0.006195787,0.237244898,0.135035649,0.343957449,0.401598934,0.470174326,0.001301862,0.937281989,0.005476794
956,Israel,Asia,2013,0.153072828,0.304864581,0.227870776,0.602948823,0.662697493,0.131130914,0.006195787,0.214650146,0.137798392,0.337302507,0.434377082,0.476972099,0.001301862,0.948890464,0.005584183
957,Israel,Asia,2014,0.145792791,0.309988436,0.228241099,0.587641488,0.666596209,0.123556114,0.006195787,0.201895044,0.14035249,0.333403791,0.440639574,0.496022851,0.001301862,0.95211504,0.005696762
958,Israel,Asia,2015,0.142042783,0.313656437,0.233840298,0.543440984,0.677276015,0.108306358,0.006195787,0.179664723,0.140138114,0.322723985,0.45356429,0.503729171,0.001301862,0.948729235,0.00581525
959,Israel,Asia,2016,0.13554772,0.313227211,0.236185288,0.60622319,0.675140636,0.108631639,0.002478315,0.162900875,0.14069297,0.324859364,0.483544304,0.502203518,0.001301862,0.960498939,0.005934819
960,Italy,Europe,2007,0.121696033,0.325686189,0.238491474,0.512641164,0.637370876,0.105996785,0.008674102,0.212463557,0.16488234,0.362629124,0.436242505,0.229607329,0.018037865,0.928333789,0.0418938
961,Italy,Europe,2008,0.119035252,0.320962664,0.231770411,0.437115606,0.626468538,0.105520057,0.008674102,0.235787172,0.148586565,0.373531462,0.449833444,0.214165804,0.018037865,0.930026691,0.042173747
962,Italy,Europe,2009,0.09519927,0.325333667,0.22668448,0.303927471,0.600622832,0.074260193,0.011152416,0.273323615,0.129203715,0.399377168,0.441572285,0.211056396,0.018037865,0.935024785,0.042367361
963,Italy,Europe,2010,0.109483345,0.324256868,0.228237946,0.519617485,0.598594522,0.10078777,0.016109046,0.295553936,0.125317891,0.401405478,0.44823451,0.206060173,0.018037865,0.948245549,0.042498571
964,Italy,Europe,2011,0.11908699,0.323686112,0.230353157,0.488595347,0.602804421,0.109879405,0.014869888,0.295553936,0.127017945,0.397195579,0.467288474,0.191866625,0.018037865,0.953243642,0.042572109
965,Italy,Europe,2012,0.127133289,0.346134383,0.225373493,0.37485645,0.6006833,0.103115661,0.014869888,0.379008746,0.122145906,0.3993167,0.466355763,0.184270742,0.018037865,0.954936544,0.042687619
966,Italy,Europe,2013,0.128489667,0.349453039,0.226971794,0.410007148,0.605529168,0.09605657,0.017348203,0.433673469,0.125139666,0.394470832,0.463824117,0.184353622,0.018037865,0.96985021,0.043187974
967,Italy,Europe,2014,0.131029322,0.344307104,0.22697304,0.466642175,0.61238892,0.095913852,0.014869888,0.452988338,0.132157882,0.38761108,0.463157895,0.181862981,0.018037865,0.983070974,0.043588118
968,Italy,Europe,2015,0.134271565,0.342552609,0.226696895,0.490783969,0.615631237,0.099228711,0.02354399,0.424562682,0.129822872,0.384368763,0.469020653,0.181910246,0.018037865,0.965013346,0.043545914
969,Italy,Europe,2016,0.132199131,0.348267866,0.226408338,0.50667056,0.624496443,0.094736989,0.019826518,0.416909621,0.143150904,0.375503557,0.514323784,0.179331804,0.018037865,0.988149682,0.043471618
1003,Kazakhstan,Asia,2010,0.211853077,0.186581614,0.231126222,0.69190175,0.904006209,0.120870205,0.002478315,0.201166181,0.135699886,0.095993791,0.203464357,0.466349447,0.164832031,0.499182973,0.011539139
1004,Kazakhstan,Asia,2011,0.223710601,0.230561951,0.231453987,0.694985577,0.946931832,0.098896487,0.001239157,0.187317784,0.140534826,0.053068168,0.217854763,0.503481194,0.164832031,0.507115431,0.011708748
1005,Kazakhstan,Asia,2012,0.211134751,0.145109549,0.226753184,0.614806087,0.900773454,0.11897165,0,0.183673469,0.13990453,0.099226546,0.234643571,0.53982295,0.164832031,0.534548515,0.01187804
1006,Kazakhstan,Asia,2013,0.181803776,0.192072514,0.226685612,0.651812005,0.856802871,0.099827926,0,0.180393586,0.140978146,0.143197129,0.272618254,0.498924877,0.164832031,0.570905614,0.01205351
1007,Kazakhstan,Asia,2014,0.18567383,0.160337243,0.227596773,0.596303128,0.867733028,0.091960957,0,0.175291545,0.140834,0.132266972,0.276482345,0.478803621,0.164832031,0.598008179,0.012235663
1008,Kazakhstan,Asia,2015,0.127867362,0.085044559,0.229164799,0.503788332,0.792512433,0.084521405,0,0.170553936,0.136697269,0.207487567,0.270752831,0.462809307,0.164832031,0.615525691,0.012419105
1009,Kazakhstan,Asia,2016,0.145634722,0.086574329,0.231050192,0.500704505,0.782472688,0.111199153,0.001239157,0.17164723,0.133484032,0.217527312,0.26715523,0.550864291,0.164832031,0.63006853,0.012600188
1049,"Korea, Rep.",Asia,2016,0.189897249,0.156683297,0.229665389,0.557659133,0.818745787,0.145123272,0.002478315,0.123906706,0.221257251,0.181254213,0.51005996,0.383152845,0.005933423,0.956145761,0.03668975
1077,Kyrgyz Republic,Asia,2014,0.175564519,0.218308723,0.228415322,0.590876784,0.206639103,0.512650312,0.012391574,0.109475219,0.127116095,0.793360897,0.035443038,0.508369395,0.011692328,0.563714809,0.003981276
1078,Kyrgyz Republic,Asia,2015,0.16350104,0.20540232,0.229737081,0.586306147,0.269585558,0.431928897,0.027261462,0.112827988,0.127125067,0.730414442,0.034776815,0.534223534,0.011692328,0.571937479,0.004068772
1079,Kyrgyz Republic,Asia,2016,0.166896298,0.207950913,0.226055932,0.600492688,0.367816737,0.392781663,0.013630731,0.117164723,0.127496462,0.632183263,0.039973351,0.584668743,0.011692328,0.581853051,0.004157134
1090,Latvia,Europe,2007,0.179905671,0.288470093,0.230912613,0.77337403,0.644711441,0.306765552,0.007434944,0.211370262,0.127205564,0.355288559,0.216655563,0.434833415,0.003780222,0.584110255,0.001361289
1091,Latvia,Europe,2008,0.185223911,0.272455315,0.226996416,0.366585166,0.645932034,0.270201973,0.016109046,0.272959184,0.127403623,0.354067966,0.238241173,0.449588504,0.003780222,0.630382927,0.00134471
1092,Latvia,Europe,2009,0.201011973,0.237701247,0.222647629,0.027024431,0.619663287,0.217855645,0.021065675,0.629008746,0.127851738,0.380336713,0.223451033,0.395542005,0.003780222,0.652229432,0.001319014
1093,Latvia,Europe,2010,0.259989487,0.254750766,0.225640021,0.329380448,0.592923287,0.293440584,0.021065675,0.700801749,0.126983883,0.407076713,0.219053964,0.355210182,0.003780222,0.66553081,0.001287219
1094,Latvia,Europe,2011,0.294814781,0.271014481,0.225545405,0.546151238,0.61212838,0.363711047,0.012391574,0.581632653,0.126983639,0.38787162,0.237041972,0.380222085,0.003780222,0.668594157,0.001259942
1095,Latvia,Europe,2012,0.303699912,0.279250234,0.226009104,0.6839531,0.640703361,0.370993827,0.013630731,0.539358601,0.127144742,0.359296639,0.262491672,0.397096513,0.003780222,0.675285153,0.001241643
1096,Latvia,Europe,2013,0.298100428,0.290878964,0.228743606,0.528704629,0.613941906,0.357284329,0.014869888,0.423469388,0.126963251,0.386058094,0.281812125,0.403337333,0.003780222,0.682056764,0.001226023
1097,Latvia,Europe,2014,0.302156501,0.296053114,0.230227814,0.525442119,0.625028235,0.352957667,0.009913259,0.386297376,0.127022704,0.374971765,0.298600933,0.411091281,0.003780222,0.6867324,0.001212427
1098,Latvia,Europe,2015,0.297460739,0.30193047,0.225895223,0.586597094,0.639194956,0.338715547,0.008674102,0.35058309,0.127187452,0.360805044,0.312058628,0.411989234,0.003780222,0.698502104,0.001200711
1099,Latvia,Europe,2016,0.293891972,0.321203411,0.226784078,0.539826383,0.632034242,0.320270629,0.007434944,0.342201166,0.127217409,0.367965758,0.336309127,0.398832477,0.003780222,0.701807294,0.001187745
1104,Lebanon,Asia,2011,0.169767588,0.198070659,0.23057358,0.493529671,0.339403742,0.364160096,0,0.257215743,0.125123869,0.660596258,0.181212525,0.111966153,0.000605134,0.82818167,0.003411577
1150,Lithuania,Europe,2007,0.251353707,0.267044786,0.230209864,0.809317833,0.604477817,0.357172418,0.016109046,0.145772595,0.127968109,0.395522183,0.225316456,0.37788,0.003807884,0.580160149,0.002104341
1151,Lithuania,Europe,2008,0.28328791,0.268991663,0.22752283,0.547406684,0.571758918,0.387558209,0.017348203,0.20335277,0.127707365,0.428241082,0.24823451,0.407111989,0.003807579,0.610309938,0.002080512
1152,Lithuania,Europe,2009,0.252144513,0.209522443,0.228696883,0.009185472,0.503327668,0.28125718,0.027261462,0.493440233,0.127230123,0.496672332,0.227714857,0.404619597,0.003807579,0.646747652,0.002055059
1153,Lithuania,Europe,2010,0.317042627,0.190945915,0.225275845,0.517703811,0.566956027,0.365300782,0.018587361,0.639941691,0.127744647,0.433043973,0.246768821,0.372607821,0.003807579,0.658436741,0.002007754
1154,Lithuania,Europe,2011,0.364775598,0.182607615,0.229356122,0.653014949,0.605358269,0.430533814,0.008674102,0.551749271,0.127994837,0.394641731,0.276882079,0.346090788,0.003807517,0.668191085,0.001957904
1155,Lithuania,Europe,2012,0.393321551,0.183429757,0.227064972,0.585320534,0.61866537,0.444435296,0.011152416,0.477769679,0.127978685,0.38133463,0.299666889,0.404849224,0.003807517,0.678106658,0.001928828
1156,Lithuania,Europe,2013,0.395681566,0.184660892,0.22637128,0.576260501,0.626041584,0.441734663,0.008674102,0.419825073,0.128517812,0.373958416,0.32898068,0.397189928,0.003807579,0.679799561,0.001907145
1157,Lithuania,Europe,2014,0.361515041,0.188723349,0.227429513,0.575857662,0.631711189,0.395853424,0.016109046,0.380830904,0.128894376,0.368288811,0.351898734,0.389433082,0.003806052,0.69971132,0.001888895
1158,Lithuania,Europe,2015,0.342863347,0.203556937,0.226750668,0.52921707,0.617477874,0.391266378,0.008674102,0.323250729,0.128021521,0.382522126,0.351099267,0.387206294,0.003806052,0.693262167,0.001869106
1159,Lithuania,Europe,2016,0.336507294,0.207647244,0.229994005,0.544458708,0.613294985,0.371548353,0.016109046,0.277332362,0.127954822,0.386705015,0.378147901,0.372401344,0.003805563,0.704790028,0.00184267
1160,Luxembourg,Europe,2007,0.88113687,0.33634667,0.58026605,0.716531274,0.993790157,0.853222304,0,0.139212828,0.132158372,0.006209843,0.945236509,0.292519721,0.000137664,0.860537069,0.000121391
1161,Luxembourg,Europe,2008,0.837978768,0.322098636,0.274866741,0.4575255,0.995908166,0.804475806,0,0.175291545,0.131330621,0.004091834,0.929646902,0.292679898,0.000137664,0.8987483,0.00012763
1162,Luxembourg,Europe,2009,0.765515806,0.32699518,0.263609831,0.36689869,0.961145114,0.702020357,0,0.177478134,0.127333594,0.038854886,0.718987342,0.292109665,0.000137664,0.901972877,0.000134213
1163,Luxembourg,Europe,2010,0.844467456,0.326627711,0.331009193,0.582747045,0.977345766,0.80612542,0,0.149781341,0.128595499,0.022654234,0.798934044,0.3092369,0.000137664,0.901811648,0.000140822
1164,Luxembourg,Europe,2011,0.880669176,0.329551275,0.269242627,0.498986773,0.973712302,0.862151862,0.001239157,0.169460641,0.128762767,0.026287698,0.853431046,0.312531658,0.000137664,0.913581352,0.000149034
1165,Luxembourg,Europe,2012,0.889868317,0.337167058,0.166845219,0.51766253,0.971964691,0.871303137,0,0.178206997,0.130113273,0.028035309,0.969886742,0.315316757,0.000137664,0.926963344,0.000158114
1166,Luxembourg,Europe,2013,0.91748469,0.339317128,0.408579726,0.56459493,0.984011463,0.895543024,0.001239157,0.204081633,0.129707069,0.015988537,0.945636243,0.290787077,0.000137664,0.940425951,0.000167061
1167,Luxembourg,Europe,2014,0.95165716,0.342649883,0.386974605,0.547673836,0.994376986,0.939587423,0.001239157,0.204081633,0.130273038,0.005623014,1,0.287248386,0.000137664,0.954614087,0.000176401
1168,Luxembourg,Europe,2015,1,0.318058152,0.361308249,0.536778629,0.997633651,0.998237468,0.003717472,0.233965015,0.128543439,0.002366349,0.905662891,0.281590296,0.000137664,0.956710062,0.000185976
1169,Luxembourg,Europe,2016,0.996065359,0.325758096,0.21940159,0.620301171,1,0.984963642,0.001239157,0.220116618,0.128953655,0,0.981745503,0.275247943,0.000137664,0.969688982,0.000194921
1183,Madagascar,Africa,2010,0.092396904,0.062576385,0.225658056,0.485878693,0.527731383,0.162272668,0.993804213,0.146865889,0.127412212,0.472268617,0.000399734,0.576195008,0.035490992,0.31485248,0.015437708
1185,Madagascar,Africa,2012,0.091896602,0.059689861,0.225345023,0.559640998,0.505540313,0.12749397,1,0.012755102,0.127298854,0.494459687,0,0.57377946,0.035506563,0.33703031,0.016327947
1201,Malaysia,Asia,2008,0.506920474,0.168449703,0.241709434,0.615785815,0.903785005,0.441399249,0.008674102,0.111880466,0.145996146,0.096214995,0.231712192,0.374800835,0.020042683,0.690884042,0.019713986
1204,Malaysia,Asia,2011,0.430855871,0.170719943,0.240179212,0.630037502,0.84257405,0.390639662,0.001239157,0.102040816,0.145413555,0.15742595,0.257961359,0.594389549,0.020042683,0.707277788,0.020809381
1206,Malaysia,Asia,2013,0.379450267,0.179633352,0.235211256,0.611528674,0.790377444,0.373077107,0,0.106049563,0.141006167,0.209622556,0.276482345,0.546198171,0.020042683,0.71682979,0.021494562
1208,Malaysia,Asia,2015,0.346446798,0.157977577,0.23353964,0.623796441,0.771840914,0.338019901,0,0.103862974,0.137047395,0.228159086,0.29407062,0.604753238,0.020042683,0.718779853,0.022167744
1222,Mali,Africa,2009,0.091536797,0.139260683,0.221939771,0.615001054,0.553336346,0.113492003,0.597273854,0.043294461,0.127582713,0.446663654,0.002131912,0.467238556,0.074488827,0.083522173,0.010609944
1230,Malta,Europe,2007,0.665759284,0.995026151,0.700001701,0.614026058,0.610865216,0.820436445,0.004956629,0.226676385,0.127268006,0.389134784,0.298201199,0.332643467,0,0.874080291,6.86E-05
1231,Malta,Europe,2008,0.768559484,0.360976978,0.682194266,0.584780692,0.617818085,0.937395741,0.001239157,0.208819242,0.127445105,0.382181915,0.328714191,0.314387354,0,0.868920968,7.05E-05
1232,Malta,Europe,2009,0.760693301,0.364581772,0.04394097,0.431815717,0.603514174,0.921157858,0.004956629,0.241982507,0.127295419,0.396485826,0.317255163,0.335816168,0,0.888913342,7.27E-05
1233,Malta,Europe,2010,0.781651656,0.352411289,0.319383637,0.637738655,0.642567887,0.941239701,0.002478315,0.240524781,0.127410176,0.357432113,0.343770819,0.359464375,0,0.927124573,7.42E-05
1234,Malta,Europe,2011,0.833127733,0.361015886,0.107619178,0.481185442,0.603820652,0.997020787,0.002478315,0.223396501,0.127397184,0.396179348,0.357761492,0.356208733,0,0.905600525,7.55E-05
1235,Malta,Europe,2012,0.846657494,0.359003782,0,0.593765335,0.622910041,1,0.001239157,0.216836735,0.127385376,0.377089959,0.364823451,0.354312079,0,0.905600525,7.82E-05
1236,Malta,Europe,2013,0.808489183,0.359806892,0.010569579,0.635571215,0.66030652,0.924060412,0,0.213556851,0.127525084,0.33969348,0.389740173,0.361431203,0,0.938652433,8.25E-05
1237,Malta,Europe,2014,0.775594816,0.364215051,0.031600862,0.702187498,0.707268815,0.85268397,0,0.199344023,0.127745834,0.292731185,0.414656895,0.352279906,0,0.948568006,8.86E-05
1238,Malta,Europe,2015,0.801257247,0.335621205,0.071552711,0.763080548,0.783464032,0.900301514,0.001239157,0.186953353,0.127859122,0.216535968,0.452231845,0.349200529,0,0.943650527,9.62E-05
1239,Malta,Europe,2016,0.818255673,0.351012544,0.078165827,0.57106048,0.807080086,0.902728083,0.001239157,0.16180758,0.127770013,0.192919914,0.458094604,0.377088229,0,0.962030613,0.000103634
1265,Mauritius,Africa,2012,0.262839939,0.236848952,0.228513939,0.574596639,0.521549267,0.363693414,0.004956629,0.263119534,0.127131406,0.478450733,0.217854763,0.435025465,0.000102403,0.678106658,0.000680599
1271,Mexico,North America,2008,0.119875172,0.08060515,0.224687661,0.495873131,0.60765688,0.117148816,0.074349442,0.131924198,0.159196727,0.39234312,0.188274484,0.480554615,0.118683728,0.687644955,0.078828557
1273,Mexico,North America,2010,0.130541411,0.08227327,0.228702222,0.620089747,0.592036867,0.123323519,0.058240397,0.184037901,0.156138878,0.407963133,0.192538308,0.520508526,0.118683728,0.688900927,0.080881138
1275,Mexico,North America,2012,0.144009002,0.076694095,0.228385605,0.576357269,0.60671043,0.140020013,0.05204461,0.16909621,0.157865563,0.39328957,0.217854763,0.502931031,0.118683728,0.70159286,0.083204423
1277,Mexico,North America,2014,0.14360071,0.092079182,0.225590486,0.543994136,0.58296186,0.139456822,0.049566295,0.166180758,0.152952516,0.41703814,0.227714857,0.525678327,0.118683728,0.708963436,0.085366603
1279,Mexico,North America,2016,0.172184395,0.141855886,0.226356456,0.52144303,0.608018238,0.181759564,0.02850062,0.131195335,0.146831002,0.391981762,0.243304464,0.49825145,0.118683728,0.696238451,0.087358226
1290,Moldova,Europe,2007,0.218988974,0.270451683,0.225244029,0.559297216,0.206869411,0.576807675,0.012391574,0.091107872,0.127366941,0.793130589,0.061159227,0.53415665,0.001988819,0.515609772,0.001847043
1291,Moldova,Europe,2008,0.193561055,0.268368187,0.225862842,0.707320887,0.205624798,0.552824861,0.012391574,0.067419825,0.127421781,0.794375202,0.069553631,0.561338929,0.001988819,0.530383975,0.001843104
1292,Moldova,Europe,2009,0.172485816,0.220669938,0.22430899,0.281752813,0.20657782,0.416464974,0.008674102,0.100947522,0.127241318,0.79342218,0.062091939,0.587198078,0.001988819,0.536300266,0.001840495
1293,Moldova,Europe,2010,0.124198231,0.177048658,0.224792039,0.6857341,0.268065011,0.325726531,0.004956629,0.099125364,0.127366664,0.73193499,0.071285809,0.640537648,0.001986377,0.529161054,0.001838434
1294,Moldova,Europe,2011,0.149354445,0.178425481,0.225628204,0.646204565,0.255145415,0.366196538,0.002478315,0.088556851,0.127354484,0.744854585,0.078214524,0.607797966,0.001986377,0.523707489,0.001837242
1295,Moldova,Europe,2012,0.141837733,0.184559499,0.225321366,0.448596041,0.250833334,0.360070137,0.001239157,0.070699708,0.127463813,0.749166666,0.086875416,0.590163065,0.001986987,0.522087946,0.001836971
1296,Moldova,Europe,2013,0.146962927,0.182387477,0.225368921,0.74567954,0.290746374,0.349365132,0,0.059766764,0.127561679,0.709253626,0.101665556,0.507761524,0.001988209,0.520633662,0.001836419
1297,Moldova,Europe,2014,0.143947662,0.205871091,0.22565327,0.620962202,0.280690875,0.343301274,0,0.043731778,0.12756858,0.719309125,0.107261825,0.487162481,0.001988209,0.518386132,0.001835163
1298,Moldova,Europe,2015,0.145437317,0.196578448,0.224776462,0.456351813,0.354949089,0.305733612,0,0.055758017,0.127327249,0.645050912,0.112058628,0.505936945,0.001988209,0.525293981,0.001819424
1299,Moldova,Europe,2016,0.151095527,0.198982685,0.224965029,0.610057437,0.35501825,0.29880899,0.001239157,0.048833819,0.127446207,0.64498175,0.128714191,0.489424522,0.001988209,0.547670123,0.00179579
1313,Mongolia,Asia,2010,0.224855083,0.253632999,0.226766637,0.663072958,0.761410906,0.302421887,0.013630731,0.229591837,0.127725328,0.238589094,0.074350433,0.46281643,0.095073286,0.457273153,0.001723237
1314,Mongolia,Asia,2011,0.25622568,0.234175763,0.226873439,1,0.812103549,0.422936414,0.011152416,0.164723032,0.128111845,0.187896451,0.090872751,0.370357671,0.095070814,0.465767494,0.001753088
1315,Mongolia,Asia,2012,0.208264403,0.179666299,0.225889029,0.846704286,0.777962238,0.365784808,0.006195787,0.133017493,0.128136039,0.222037762,0.108061292,0.433434044,0.095070814,0.487978376,0.00178798
1319,Mongolia,Asia,2016,0.247247103,0.111225592,0.224868367,0.512724783,0.654560453,0.258432268,0.008674102,0.254737609,0.127353283,0.345439547,0.113257828,0.044346496,0.095071025,0.545951423,0.001958941
1368,Namibia,Africa,2015,0.164468915,0.492575015,0.226904124,0.598282159,0.420081589,0.33765921,0.19330855,0.747157434,0.127448214,0.579918411,0.124317122,0.644847013,0.050252953,0.243030683,0.001420662
1390,Netherlands,Europe,2007,0.342851688,0.288224941,0.405453718,0.583130332,0.741293675,0.336399664,0,0.14212828,0.160337783,0.258706325,0.559893404,0.311786578,0.002041944,0.884157092,0.011582256
1391,Netherlands,Europe,2008,0.348288814,0.280427654,0.298248466,0.533711467,0.746355072,0.333578073,0.001239157,0.123906706,0.155255923,0.253644928,0.569487009,0.312063198,0.002041944,0.8892358,0.011628308
1392,Netherlands,Europe,2009,0.307935974,0.276979294,0.265964205,0.353702074,0.715278309,0.288736078,0.001239157,0.14941691,0.14581045,0.284721691,0.552031979,0.303314684,0.002040112,0.899070758,0.011689423
1393,Netherlands,Europe,2010,0.348342422,0.277702473,0.282700643,0.508190165,0.71529268,0.336643668,0,0.172740525,0.152977385,0.28470732,0.575616256,0.300936411,0.002040112,0.904149466,0.011750689
1394,Netherlands,Europe,2011,0.378777565,0.264627389,0.330204991,0.514618401,0.718545415,0.372241485,0.001239157,0.172376093,0.15836102,0.281454585,0.599600266,0.300250428,0.002039502,0.920756034,0.011806676
1395,Netherlands,Europe,2012,0.400139455,0.250430167,0.297541297,0.435008084,0.717193758,0.39120105,0.001239157,0.202988338,0.153058517,0.282806242,0.603730846,0.301954701,0.002039502,0.917450844,0.01185128
1396,Netherlands,Europe,2013,0.402153214,0.255343098,0.346565485,0.462768033,0.720342484,0.390548882,0.001239157,0.254737609,0.153940174,0.279657516,0.63224517,0.296425308,0.00203767,0.924061225,0.011886935
1397,Netherlands,Europe,2014,0.405877538,0.271659293,0.258699154,0.510677458,0.72390987,0.389240272,0.001239157,0.261297376,0.15578873,0.27609013,0.630246502,0.303855852,0.00203767,0.937362603,0.011930594
1398,Netherlands,Europe,2015,0.416990151,0.280716342,0.356788177,0.527199809,0.735615889,0.427763916,0.001239157,0.241253644,0.155922052,0.264384111,0.644103931,0.3045409,0.002036448,0.930832836,0.011984588
1399,Netherlands,Europe,2016,0.40030922,0.293579566,0.320098926,0.534371062,0.744418976,0.388207335,0,0.209912536,0.156734187,0.255581024,0.660626249,0.313063409,0.002036448,0.932525738,0.012049735
1427,Nicaragua,North America,2014,0.215930158,0.179737557,0.226571807,0.614348778,0.51916142,0.336451517,0.048327138,0.155612245,0.127754708,0.48083858,0.043437708,0.659920103,0.007328772,0.643355398,0.004250235
1470,Norway,Europe,2007,0.204982409,0.400273045,0.239190779,0.556646351,0.870413062,0.114702896,0.001239157,0.081632653,0.162354357,0.129586938,0.727115256,0.298834035,0.022283326,0.89399205,0.003169481
1471,Norway,Europe,2008,0.222393945,0.394816314,0.244647268,0.481643976,0.899462829,0.111873581,0.002478315,0.083819242,0.171411874,0.100537171,0.804263824,0.295105829,0.022283326,0.900521817,0.003212047
1472,Norway,Europe,2009,0.188175071,0.361693637,0.231148535,0.406944932,0.81445269,0.105683219,0.001239157,0.103862974,0.152721025,0.18554731,0.7260493,0.299097556,0.022283326,0.907212813,0.003255661
1473,Norway,Europe,2010,0.189991651,0.377181854,0.242415118,0.491053727,0.821734655,0.108632748,0.002478315,0.119169096,0.157641592,0.178265345,0.764956696,0.29727008,0.022283326,0.91390381,0.003299284
1474,Norway,Europe,2011,0.198060153,0.391145493,0.23120756,0.500878927,0.847547079,0.107604046,0.001239157,0.10787172,0.166513263,0.152452921,0.821052632,0.289909497,0.022283326,0.923738767,0.003345293
1475,Norway,Europe,2012,0.196061894,0.37940685,0.238273012,0.550599562,0.857017851,0.1026818,0.001239157,0.104591837,0.1684266,0.142982149,0.864623584,0.287509282,0.022283326,0.92889809,0.00339249
1476,Norway,Europe,2013,0.188448268,0.347228195,0.230388872,0.498119976,0.8464225,0.108783897,0.001239157,0.115524781,0.167578671,0.1535775,0.888074617,0.280224457,0.022275935,0.938813662,0.003436491
1477,Norway,Europe,2014,0.187734635,0.31961615,0.236368769,0.529943251,0.827557341,0.11758603,0.001239157,0.11771137,0.165052406,0.172442659,0.892471686,0.281114563,0.022275021,0.950341523,0.003478012
1478,Norway,Europe,2015,0.1815803,0.296749019,0.238740589,0.524059549,0.780189913,0.134176791,0.002478315,0.147594752,0.150770455,0.219810087,0.823584277,0.281629231,0.022280071,0.957113134,0.003515039
1479,Norway,Europe,2016,0.167498457,0.294534448,0.229084135,0.502700488,0.74182121,0.143140164,0.003717472,0.161443149,0.145224696,0.25817879,0.805063291,0.277609193,0.022277325,0.960498939,0.003548129
1517,Panama,North America,2014,0.27119851,0.092376221,0.228942685,0.62302209,0.80813796,0.350304215,0.035935564,0.151931487,0.131028879,0.19186204,0.271285809,0.179480543,0.004506444,0.789973663,0.002578222
1518,Panama,North America,2015,0.230226542,0.089638684,0.2299943,0.643579863,0.835609908,0.272456995,0.018587361,0.150072886,0.132012649,0.164390092,0.309926716,0.179385272,0.004506444,0.797245083,0.002627452
1519,Panama,North America,2016,0.199724842,0.094406297,0.227607292,0.619530863,0.821578801,0.226242618,0.018587361,0.164322157,0.131889892,0.178421199,0.33964024,0.189632412,0.004506444,0.803359686,0.002677353
